nice	0.2007996994901765
comfortable	0.19181190976958995
maria	0.1897840328994101
enjoyed	0.18412911858855366
amazing	0.18342037558814156
bit	0.1706888963665857
great	0.16268191860045506
best	0.15814199728813014
always	0.15432104276123698
helpful	0.13895854990843842
perfect	0.1382051696669135
checkin	0.13816324751526954
manhattan	0.136462098733761
easy	0.12778300194349212
clean	0.12752553217137752
friendly	0.1271840737613008
review	0.12265796648301482
good	0.12243348290726949
loved	0.12178424873079041
fresh	0.11943785845193759
fine	0.11780244017526532
value	0.1171989382010899
penn	0.11714442373374077
breakfast	0.11703683252451676
definitely	0.11569924981325487
place sleep	0.11335824100779068
visit	0.11028963023735854
come back	0.10865163904406118
reasonable	0.10630117721858619
decent	0.10468138641471947
excellent	0.10436668260475926
everything	0.10305084436742039
updated	0.10295970249460211
yes	0.10176286500593683
pleasantly	0.10172954768547013
comfy	0.0993852184243396
suite	0.09869480532841153
isnt	0.09760781320049573
awesome	0.09735847194705231
upgraded	0.09727686343578595
sometimes	0.09586214147299153
helped	0.09534401698123465
surprised	0.09454166332299592
much	0.0934138225881366
pennsylvania	0.09277875900280981
level	0.091449388434346
convenient	0.08998189855850569
tidy	0.08929811660525869
room clean	0.08922798446428917
place stay	0.08741844846894262
